PARTICIPANT_A	COUNT
CHEBI:90943	1
CHEBI:90951	1
CHEBI:90960	5
CHEBI:91083	1
CHEBI:9118	1
CHEBI:91198	1
CHEBI:9122	8
CHEBI:9123	4
CHEBI:9130	22
CHEBI:91325	1
CHEBI:91326	2
CHEBI:91348	1
CHEBI:91351	4
CHEBI:91366	1
CHEBI:91368	8
CHEBI:9137	3
CHEBI:91383	1
CHEBI:91389	6
CHEBI:91398	1
CHEBI:91399	2
CHEBI:9139	3
CHEBI:91414	1
CHEBI:91418	2
CHEBI:9141	19
CHEBI:91424	1
CHEBI:91433	2
CHEBI:91435	6
CHEBI:91451	2
CHEBI:91452	1
CHEBI:9150	3
CHEBI:91591	2
CHEBI:91656	2
CHEBI:9168	3
CHEBI:91704	3
CHEBI:91749	4
CHEBI:91755	3
CHEBI:91991	3
CHEBI:9200	1
CHEBI:92070	1
CHEBI:9212	1
CHEBI:92223	1
CHEBI:92246	3
CHEBI:92361	1
CHEBI:92386	3
CHEBI:9241	27
CHEBI:92426	1
CHEBI:92511	2
CHEBI:92607	2
CHEBI:92623	1
CHEBI:92624	1
CHEBI:92774	1
CHEBI:92833	2
CHEBI:92875	1
CHEBI:9288	2
CHEBI:92907	1
CHEBI:92913	1
CHEBI:92948	5
CHEBI:92950	6
CHEBI:93004	1
CHEBI:93036	3
CHEBI:9313	5
CHEBI:9316	3
CHEBI:9332	1
CHEBI:9334	10
CHEBI:93363	2
CHEBI:93369	3
CHEBI:93414	2
CHEBI:93416	2
CHEBI:9342	4
CHEBI:93430	1
CHEBI:93492	1
CHEBI:9352	7
CHEBI:93626	1
CHEBI:9362	2
CHEBI:93635	2
CHEBI:93636	1
CHEBI:9367	1
CHEBI:93701	2
CHEBI:93749	3
CHEBI:93752	1
CHEBI:93829	2
CHEBI:93856	1
CHEBI:9398	3
CHEBI:94128	4
CHEBI:94291	1
CHEBI:94314	6
CHEBI:94316	1
CHEBI:94329	1
CHEBI:9434	2
CHEBI:9435	20
CHEBI:94385	1
CHEBI:94392	1
CHEBI:94402	1
CHEBI:94405	1
CHEBI:94411	2
CHEBI:94435	18
CHEBI:94458	25
CHEBI:9445	7
CHEBI:94461	6
CHEBI:94484	4
CHEBI:94489	4
CHEBI:9448	1
CHEBI:9449	3
CHEBI:94510	3
CHEBI:94513	5
CHEBI:94514	1
CHEBI:94525	3
CHEBI:9453	7
CHEBI:94557	18
CHEBI:94559	1
CHEBI:94561	1
CHEBI:9460	1
CHEBI:9463	3
CHEBI:94646	1
CHEBI:9464	3
CHEBI:94661	2
CHEBI:94666	24
CHEBI:9466	1
CHEBI:9467	2
CHEBI:94682	1
CHEBI:94683	2
CHEBI:94686	3
CHEBI:9468	2
CHEBI:94691	2
CHEBI:94708	11
CHEBI:94714	2
CHEBI:94720	2
CHEBI:94721	4
CHEBI:94754	6
CHEBI:94758	1
CHEBI:94760	1
CHEBI:94767	1
CHEBI:94777	8
CHEBI:94782	1
CHEBI:94789	1
CHEBI:94796	4
CHEBI:94802	3
CHEBI:94809	2
CHEBI:94810	6
CHEBI:94812	1
CHEBI:94843	1
CHEBI:95013	1
CHEBI:95044	2
CHEBI:95067	1
CHEBI:9506	4
CHEBI:9513	7
CHEBI:95304	1
CHEBI:95341	4
CHEBI:9536	3
CHEBI:9544	3
CHEBI:9546	3
CHEBI:9566	6
CHEBI:9568	1
CHEBI:9571	3
CHEBI:9574	10
CHEBI:9586	1
CHEBI:9588	1
CHEBI:9598	2
CHEBI:9599	2
CHEBI:9604	1
CHEBI:9605	2
CHEBI:9611	1
CHEBI:9613	2
CHEBI:9622	5
CHEBI:9635	2
CHEBI:9637	2
CHEBI:9649	1
CHEBI:9652	2
CHEBI:9654	7
CHEBI:9667	1
CHEBI:9671	4
CHEBI:9674	20
CHEBI:9679	33
CHEBI:9683	5
CHEBI:9701	3
CHEBI:9711	5
CHEBI:9720	5
CHEBI:9725	1
CHEBI:9727	1
CHEBI:9728	1
CHEBI:9737	1
CHEBI:9738	24
CHEBI:9741	1
CHEBI:9753	9
CHEBI:9754	5
CHEBI:9757	4
CHEBI:9763	1
CHEBI:9774	4
CHEBI:9907	2
CHEBI:9927	1
CHEBI:9937	3
CHEBI:9939	1
CHEBI:9943	3

	1
TOTAL	10909
